expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random,temperature_bias,theta_bias,salinity_bias,oxygen_bias,aou_bias,nitrate_bias,tco2_bias,talk_bias,gamma_teos
323019940104,297,27,1,1,1994,1,17,0,0,-41.843,-49.244,5854,5844,6,4997.9,4901,0.306,-0.087294,34.678,2,1,27.851,32.565,37.172,41.675,46.075,28.2893084840864,222.2,2,1,128.06017237145,2,33.153,2,1,NaN,9,127.69,2,1,2.3,2,1,2263.7,2,1,2365,2,1,1077.2,0,20,7.613,2,7.7742,2,1,0.136,5.091,2,1,0.094,14.423,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-17 00:00:00,34.8510481316297,7.80786052952753,446.535632332149,0.0087456901955486,10.7725694021952,0.0717570679498682,77.7866193173774,0.002,0.002,0.005,2.222,1.2806017237145,0.66306,10,10,28.2893084840864
323019940104,297,27,1,1,1994,1,17,0,0,-41.843,-49.244,5854,5844,5,5200,5097,0.292,-0.12431,34.676,2,1,27.851,32.566,37.175,41.679,46.08,28.294775108823,223,2,1,127.606684659274,2,33.202,2,1,NaN,9,129.07,2,1,2.31,2,1,2264.3,2,1,2365.3,2,1,1079.8,0,20,7.615,2,7.7684,2,1,0.146,5.4521,2,1,0.092,14.085,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-17 00:00:00,34.8490925654938,7.79889398198459,446.433214260715,0.0087330972700739,10.7588557528793,0.0718982392682203,77.900042818539,0.002,0.002,0.005,2.23,1.27606684659274,0.66404,10,10,28.294775108823
323019940104,297,27,1,1,1994,1,17,0,0,-41.843,-49.244,5854,5844,4,5395.3,5287,0.29,-0.14947,34.679,2,1,27.855,32.57,37.18,41.685,46.086,28.301877782887,223.6,2,1,127.23072641841,2,33.212,2,1,NaN,9,129.07,2,1,2.31,2,1,2264.4,2,1,2365,2,1,1082.7,0,20,7.611,2,7.7558,2,1,0.159,5.928,2,1,0.1,15.288,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-17 00:00:00,34.8521447827329,7.7896799240212,446.840065031328,0.0087188392240889,10.7548796223004,0.0720637721886153,78.1269032387301,0.002,0.002,0.005,2.236,1.2723072641841,0.66424,10,10,28.301877782887
323019940104,297,27,1,1,1994,1,17,0,0,-41.843,-49.244,5854,5844,3,5598.1,5483,0.297,-0.1673,34.674,2,1,27.852,32.568,37.178,41.683,46.085,28.3017273577081,223.5,2,1,127.508990294716,2,33.085,2,1,NaN,9,129.65,2,1,2.31,2,1,2264.7,2,1,2365.2,2,1,1083.5,0,20,7.612,2,7.7486,2,1,0.173,6.4421,2,1,0.112,17.105,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-17 00:00:00,34.8471122714245,7.78096734920811,446.445557596716,0.0087108987190581,10.7401455981167,0.072160036252645,78.147567678046,0.002,0.002,0.005,2.235,1.27508990294716,0.6617,10,10,28.3017273577081
323019940104,297,27,1,1,1994,1,17,0,0,-41.843,-49.244,5854,5844,2,5837.6,5714,0.312,-0.1826,34.674,2,1,27.852,32.569,37.179,41.685,46.088,28.3049051648455,223.6,2,1,127.550429869592,2,32.948,2,1,NaN,9,130.05,2,1,2.32,2,1,2265.4,2,1,2366.3,2,1,1081.3,0,20,7.613,2,7.7397,2,1,0.193,7.1796,2,1,0.117,17.852,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-17 00:00:00,34.8470949363982,7.77200068818933,444.69570410576,0.0087118167077041,10.7057128711601,0.072139660414827,77.8178217970326,0.002,0.002,0.005,2.236,1.27550429869592,0.65896,10,10,28.3049051648455
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,32,4.7,5,20.795,20.794,35.474,2,1,24.912,29.169,33.333,37.406,41.391,24.9027784103404,224.8,2,1,-3.3986105950523,2,0.0392,2,1,NaN,9,1.47,2,1,0.12,2,1,2026.7,2,1,2345.6,2,1,311.57,0,20,8.069,2,8.1328,2,1,2.33,275.46,2,1,1.331,564.51,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.64139811717,8.12897491038921,322.04169590323,0.0109965039700854,9.6050616261211,0.0379621101136732,33.2103008927534,0.002,0.002,0.005,2.248,-0.033986105950523,0.000784,10,10,24.9027784103404
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,31,30.7,30,20.771,20.765,35.439,2,1,24.893,29.151,33.315,37.389,41.375,24.8821942320275,226.5,2,1,-4.93240357892859,2,0.0392,2,1,NaN,9,1.274,2,1,0.12,2,1,2024.7,2,1,2344.3,2,1,309.9,0,20,8.068,2,8.1312,2,1,2.409,284.32,2,1,1.362,576.79,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.6062431364638,8.13022734998905,319.891670197462,0.0109997185974866,9.5438005971231,0.0379262656434229,32.9706036037558,0.002,0.002,0.005,2.265,-0.0493240357892859,0.000784,10,10,24.8821942320275
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,30,100.8,100,13.064,13.05,35.086,2,1,26.45,30.842,35.137,39.337,43.445,26.507854026642,225.4,2,1,32.0121542965083,2,9.8588,2,1,NaN,9,2.646,2,1,0.78,2,1,2095.6,2,1,2317.3,2,1,491.98,0,20,7.902,2,8.0786,2,1,3.242,262.05,2,1,1.732,524.83,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.2516709071865,8.07956039440255,368.386205051741,0.0105251278219795,10.5767456220049,0.0480883071386628,45.84506040429,0.002,0.002,0.005,2.254,0.320121542965083,0.197176,10,10,26.507854026642
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,29,202.4,201,9.952,9.9286,34.77,2,1,26.785,31.243,35.602,39.864,44.032,26.8753879442173,241,2,1,34.5240348249167,2,14.769,2,1,NaN,9,3.43,2,1,1.07,2,1,2108.2,2,1,2303.3,2,1,561.06,0,20,7.844,2,8.0634,2,1,3.518,240.01,2,1,1.819,474.4,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.9343656898553,8.07665756317498,368.999670016854,0.0103143062819763,10.4032508511906,0.0521791380021706,49.170796707257,0.002,0.002,0.005,2.41,0.345240348249167,0.29538,10,10,26.8753879442173
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,28,302.8,300,6.798,6.7702,34.37,2,1,26.954,31.487,35.918,40.251,44.486,27.0782951739888,245.6,2,1,50.9380673804393,2,21.923,2,1,NaN,9,7.546,2,1,1.56,2,1,2133.5,2,1,2282.4,2,1,726.1,0,20,7.753,2,8.0136,2,1,3.509,199.59,2,1,1.772,393.4,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.5326391869883,8.02455852580421,419.755650863974,0.0098065261306783,11.2638129768728,0.0606131039471758,63.5418088059408,0.002,0.002,0.005,2.456,0.509380673804393,0.43846,10,10,27.0782951739888
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,27,402.1,399,5.17,5.1379,34.213,2,1,27.035,31.61,36.081,40.452,44.725,27.1835402566078,274.9,2,1,33.5431062031541,2,23.393,2,1,NaN,9,8.624,2,1,1.65,2,1,2132.5,2,1,2279.2,2,1,732.49,0,20,7.747,2,8.0289,2,1,4.408,227.45,2,1,2.183,444.59,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.3750955073593,8.04573733687079,395.142292054609,0.009768491141319,10.5746975577072,0.0613379212847929,60.4433969318032,0.002,0.002,0.005,2.749,0.335431062031541,0.46786,10,10,27.1835402566078
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,26,602.7,597,4.521,4.475,34.22,2,1,27.116,31.706,36.194,40.581,44.87,27.2760005129653,262.5,2,1,50.8584150514313,2,26.744,2,1,NaN,9,14.798,2,1,1.85,2,1,2150.4,2,1,2284.4,2,1,800.28,0,20,7.71,2,7.9919,2,1,3.557,176.41,2,1,1.784,350.83,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.3826409359661,8.01543819226355,419.305024453618,0.0095704135142019,10.9913140501338,0.0639346077837166,66.4291560546869,0.002,0.002,0.005,2.625,0.508584150514313,0.53488,10,10,27.2760005129653
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,25,798.8,791,3.603,3.5466,34.223,2,1,27.214,31.829,36.34,40.75,45.06,27.3920975541381,250.6,2,1,69.9003051554517,2,29.527,2,1,NaN,9,23.912,2,1,2.04,2,1,2170.1,2,1,2292.6,2,1,870.98,0,20,7.674,2,7.9599,2,1,2.852,133.7,2,1,1.45,271.29,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.3863699951848,7.99186318160205,438.38376180671,0.0093675416596603,11.2421960458518,0.066386980871943,71.6961052758148,0.002,0.002,0.005,2.506,0.699003051554517,0.59054,10,10,27.3920975541381
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,24,1002,992,2.96,2.8927,34.273,2,1,27.314,31.947,36.475,40.901,45.227,27.5116527673723,229.8,2,1,95.7899255492652,2,32.105,2,1,NaN,9,36.26,2,1,2.22,2,1,2195.5,2,1,2300.7,2,1,989.56,0,20,7.638,2,7.9228,2,1,2.058,92.715,2,1,1.055,190.59,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.4375024905656,7.94471674269251,485.134511764698,0.0090334082279105,11.9647034442347,0.07010668439168,83.1023772498057,0.002,0.002,0.005,2.298,0.957899255492652,0.6421,10,10,27.5116527673723
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,23,1194.9,1182,2.711,2.631,34.372,2,1,27.417,32.055,36.59,41.022,45.353,27.6235490609281,204.4,2,1,123.072234422179,2,33.79,2,1,NaN,9,49.98,2,1,2.33,2,1,2214.2,2,1,2314.6,2,1,1036.7,0,20,7.605,2,7.8828,2,1,1.205,53.468,2,1,0.618,110.16,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.5378274597408,7.92514885686991,501.559434417504,0.008920369608007,12.2024895435747,0.0709769155216156,86.7621946089833,0.002,0.002,0.005,2.044,1.23072234422179,0.6758,10,10,27.6235490609281
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,22,1397.4,1382,2.671,2.5753,34.504,2,1,27.527,32.166,36.701,41.133,45.465,27.7424012463808,185.1,2,1,142.500467024508,2,33.996,2,1,NaN,9,61.054,2,1,2.35,2,1,2236.9,2,1,2327.6,2,1,1123.3,0,20,7.59,2,7.8588,2,1,0.513,22.716,2,1,0.279,49.65,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.6710699823816,7.8863379369898,542.762064038488,0.0086994153711657,12.8355298168105,0.0728346785047713,95.9122665294823,0.002,0.002,0.005,1.851,1.42500467024508,0.67992,10,10,27.7424012463808
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,21,1599.4,1581,2.663,2.5509,34.594,2,1,27.601,32.24,36.775,41.207,45.539,27.8156508450629,179.9,2,1,147.676948747086,2,33.398,2,1,NaN,9,66.15,2,1,2.31,2,1,2242.1,2,1,2335.5,2,1,1109.5,0,20,7.59,2,7.8509,2,1,0.287,12.701,2,1,0.157,27.928,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.7616769741895,7.88492779739005,533.764042258169,0.0087441005115057,12.706463683175,0.0721776252117349,93.553841357912,0.002,0.002,0.005,1.799,1.47676948747086,0.66796,10,10,27.8156508450629
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,20,1800.2,1779,2.797,2.6659,34.69,2,1,27.668,32.303,36.834,41.262,45.59,27.8713525932106,186.7,2,1,139.701636726029,2,31.36,2,1,NaN,9,62.328,2,1,2.15,2,1,2235.2,2,1,2336.6,2,1,1050.6,0,20,7.614,2,7.8674,2,1,0.144,6.4249,2,1,0.084,15.052,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.858067933472,7.89702471640188,505.816367941589,0.0088985765305876,12.294247484059,0.0705015669427662,86.8797555554964,0.002,0.002,0.005,1.867,1.39701636726029,0.6272,10,10,27.8713525932106
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,19,2000.1,1975,3.008,2.8558,34.796,2,1,27.735,32.365,36.889,41.312,45.635,27.9224113673452,205,2,1,119.604220832439,2,27.754,2,1,NaN,9,52.528,2,1,1.9,2,1,2217,2,1,2334.5,2,1,939.88,0,20,7.655,2,7.9013,2,1,0.07,3.1638,2,1,0.051,9.2447,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.9642792178173,7.93037274739704,453.534594967476,0.0091918810025716,11.4374118235745,0.0671496253443651,74.7080560718625,0.002,0.002,0.005,2.05,1.19604220832439,0.55508,10,10,27.9224113673452
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,18,2201.2,2173,2.862,2.6935,34.817,2,1,27.767,32.4,36.929,41.356,45.683,27.9592116466686,210.8,2,1,115.064381366715,2,27.009,2,1,NaN,9,53.802,2,1,1.84,2,1,2215.6,2,1,2336.2,2,1,921.82,0,20,7.667,2,7.9087,2,1,0.054,2.4167,2,1,0.031,5.5708,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.9852171913268,7.93314793850011,440.482416700487,0.0092350463153525,11.1736798954933,0.0665678635643733,72.0094249219551,0.002,0.002,0.005,2.108,1.15064381366715,0.54018,10,10,27.9592116466686
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,17,2399.9,2368,2.855,2.6677,34.852,2,1,27.797,32.431,36.96,41.388,45.715,27.9881874660758,222.5,2,1,103.487476294044,2,25.274,2,1,NaN,9,49.294,2,1,1.72,2,1,2205.8,2,1,2335.2,2,1,868.84,0,20,7.689,2,7.9249,2,1,0.043,1.9221,2,1,0.035,6.283,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.0203571512251,7.94913332396983,413.1149918701,0.0093714649552809,10.6539647895592,0.0648269558189834,66.0129116769033,0.002,0.002,0.005,2.225,1.03487476294044,0.50548,10,10,27.9881874660758
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,16,2599.7,2564,3.126,2.9138,34.938,2,1,27.844,32.47,36.992,41.413,45.733,28.0136082708647,250.1,2,1,73.6905297590941,2,20.894,2,1,NaN,9,27.538,2,1,1.4,2,1,2174.4,2,1,2325.6,2,1,748.95,0,20,7.739,2,7.9669,2,1,0.02,0.90855,2,1,0.021,3.8244,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.1069569496582,7.99349709733822,358.363135496,0.0096805647977316,9.56935522081048,0.0606463442769281,54.0979470642779,0.002,0.002,0.005,2.501,0.736905297590941,0.41788,10,10,28.0136082708647
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,14,2798.4,2758,2.731,2.5068,34.882,2,1,27.835,32.473,37.006,41.438,45.768,28.032379419555,235.5,2,1,91.7238430595771,2,23.363,2,1,NaN,9,43.798,0,1,1.58,2,1,2196.7,2,1,2335.4,2,1,817.53,0,20,7.713,2,7.9371,2,1,0.022,0.97389,2,1,0.018,3.2038,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.0511718057795,7.95990446470982,383.925454807467,0.009496052393516,10.0537555473399,0.0630904468123104,59.9266746941122,0.002,0.002,0.005,2.355,0.917238430595771,0.46726,10,10,28.032379419555
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,15,2798.5,2759,2.733,2.5088,34.886,2,1,27.838,32.476,37.009,41.44,45.771,28.0349518322694,236.7,2,1,90.4975905648461,2,23.206,2,1,NaN,9,43.806,2,1,1.59,2,1,2194.7,2,1,2335.4,2,1,807.26,0,20,7.713,2,7.9371,2,1,0.02,0.88549,2,1,0.017,3.0262,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.0551916318445,7.96507731201505,378.865906525563,0.0095251588434072,9.95322043324554,0.0626918056083379,58.8153365011052,0.002,0.002,0.005,2.367,0.904975905648461,0.46412,10,10,28.0349518322694
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,13,2997.9,2954,2.315,2.0797,34.842,2,1,27.839,32.489,37.034,41.477,45.819,28.0666863005809,226.2,2,1,104.648260432802,2,25.676,2,1,NaN,9,59.584,2,1,1.75,2,1,2212.3,2,1,2342.9,2,1,867.43,0,20,7.691,2,7.9117,2,1,0.028,1.2063,2,1,0.019,3.3014,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,35.0118280868742,7.93737717387987,399.189786953619,0.0093612598556785,10.3033555045272,0.0647638178338463,63.7063459639224,0.002,0.002,0.005,2.262,1.04648260432802,0.51352,10,10,28.0666863005809
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,12,3299,3248,1.601,1.3522,34.757,2,1,27.826,32.497,37.063,41.526,45.887,28.1148815786514,206.9,2,1,130.329162350133,2,30.547,2,1,NaN,9,97.02,2,1,2.08,2,1,2245.6,2,1,2354.8,2,1,1011.8,0,20,7.637,2,7.851,2,1,0.06,2.4665,2,1,0.041,6.8343,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.9278829413131,7.87794601758109,451.396178329484,0.0089727431666893,11.1386820274449,0.069328088125919,76.3594523943391,0.002,0.002,0.005,2.069,1.30329162350133,0.61094,10,10,28.1148815786514
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,11,3599.1,3541,1.226,0.9564,34.733,2,1,27.834,32.516,37.094,41.567,45.939,28.1579552060049,207.9,2,1,132.832913772639,2,31.536,2,1,NaN,9,109.86,2,1,2.16,2,1,2253.2,2,1,2359.8,2,1,1034.2,0,20,7.624,2,7.8301,2,1,0.082,3.2859,2,1,0.053,8.6371,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.9047964821034,7.86464915483999,452.334292758704,0.008907839338672,11.084678124193,0.0699888659194787,77.1312321645127,0.002,0.002,0.005,2.079,1.32832913772639,0.63072,10,10,28.1579552060049
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,10,3799.6,3737,0.974,0.69064,34.717,2,1,27.838,32.528,37.113,41.594,45.973,28.187640931947,210.5,2,1,132.620996376992,2,32.105,2,1,NaN,9,115.44,2,1,2.21,2,1,2256.2,2,1,2360.6,2,1,1050.9,0,20,7.621,2,7.8223,2,1,0.103,4.0569,2,1,0.064,10.272,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.8891725497333,7.85453392889186,453.84905980395,0.0088552415203748,11.0576943536491,0.0705722361692412,77.944477814099,0.002,0.002,0.005,2.105,1.32620996376992,0.6421,10,10,28.187640931947
323019940104,297,30,1,1,1994,1,18,0,0,-40.593,-48.167,5429,5419,9,3999.1,3931,0.726,0.42895,34.701,2,1,27.841,32.539,37.132,41.62,46.006,28.2175428361624,212.6,2,1,132.901761391484,2,32.83,2,1,NaN,9,119.76,2,1,2.25,2,1,2259.8,2,1,2363,2,1,1061.4,0,20,7.616,2,7.8123,2,1,0.13,5.0337,2,1,0.079,12.489,2,1,NaN,NaN,9,0,NaN,NaN,9,0,NaN,NaN,9,0,NaN,9,0,NaN,9,NaN,NaN,9,NaN,NaN,9,NaN,,9,,,9,,NaN,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084,0,1994-01-18 00:00:00,34.8734425136049,7.84715907893769,452.603990630085,0.0088217405230682,10.9891874359886,0.0709135521851811,78.0478225717935,0.002,0.002,0.005,2.126,1.32901761391484,0.6566,10,10,28.2175428361624
