expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,19.0,1440.0,1424.0,2.735,2.6352,34.522,2,1,27.536,32.173,36.706,41.137,45.468,27.7462362137724,186.7,2,1,139.91,2,31.8,2,1,0.0,2,60.2,2,1,2.2655,2,1,2230.9,2,1,2322.2,2,1,1114.6,0,20.0,7.5895,0,7.8556,0,0,0.141,6.2679,2,1,0.078,13.929,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,20.0,1544.0,1527.0,2.716,2.6078,34.576,2,1,27.582,32.219,36.752,41.184,45.514,27.7923118968684,185.0,2,1,141.7,2,31.2,2,1,0.0,2,62.5,2,1,2.2261,2,1,2234.5,2,1,2326.5,2,1,1113.2,0,20.0,7.5906,0,7.853,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,21.0,1645.0,1626.0,2.712,2.5954,34.619,2,1,27.617,32.255,36.788,41.219,45.55,27.8276042819955,185.0,2,1,141.69,2,30.9,2,1,0.0,2,64.3,2,1,2.1965,2,1,2236.3,2,1,2330.8,2,1,1097.5,0,20.0,7.5968,0,7.8558,0,0,0.076,3.3736,2,1,0.039,6.9564,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,22.0,1749.0,1728.0,2.716,2.5905,34.654,2,1,27.645,32.283,36.816,41.247,45.577,27.8555212492943,186.7,2,1,139.95,2,30.2,2,1,0.0,2,64.9,2,1,2.1572,2,1,2235.2,2,1,2332.5,2,1,1077.8,0,20.0,7.604,0,7.8596,0,0,0.063,2.7967,2,1,0.04,7.1354,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,23.0,1852.0,1830.0,2.71,2.5756,34.7,2,1,27.684,32.321,36.854,41.285,45.615,27.8933097495691,191.8,2,1,134.85,2,29.1,2,1,0.0,2,64.1,2,1,2.0783,2,1,2230.5,2,1,2331.8,2,1,1048.2,0,20.0,7.6146,0,7.8673,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,24.0,1957.0,1933.0,2.712,2.5682,34.732,2,1,27.71,32.347,36.88,41.311,45.642,27.9191386157944,196.7,2,1,129.93,2,28.2,2,1,0.0,2,63.1,2,1,2.0094,2,1,2226.4,2,1,2332.9,2,1,1012.1,0,20.0,7.6282,0,7.8781,0,0,0.027,1.1979,2,1,0.014,2.4964,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,25.0,2058.0,2032.0,2.675,2.5227,34.753,2,1,27.73,32.369,36.903,41.335,45.666,27.9417433641659,201.0,2,1,125.95,2,27.6,2,1,0.0,2,62.7,2,1,1.9602,2,1,2223.4,2,1,2332.7,2,1,992.87,0,20.0,7.6356,0,7.8827,0,0,0.033,1.4603,2,1,0.02,3.5581,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,26.0,2159.0,2131.0,2.644,2.4831,34.77,2,1,27.747,32.387,36.922,41.355,45.687,27.9604755145602,204.3,2,1,122.93,2,27.0,2,1,0.0,2,61.7,2,1,1.9208,2,1,2226.7,2,1,2338.7,2,1,978.5,0,20.0,7.6422,0,7.8865,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,27.0,2262.0,2233.0,2.583,2.4136,34.785,2,1,27.765,32.407,36.943,41.378,45.712,27.9819588921522,208.1,2,1,119.65,2,26.5,2,1,0.0,2,62.3,2,1,1.901,2,1,2220.5,2,1,2335.4,2,1,957.77,0,20.0,7.6498,0,7.8917,0,0,0.03,1.319,2,1,0.016,2.8303,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,28.0,2368.0,2337.0,2.547,2.3684,34.793,2,1,27.776,32.418,36.956,41.392,45.726,27.9946657843544,210.9,2,1,117.2,2,26.0,2,1,0.0,2,62.3,2,1,1.8715,2,1,2214.9,2,1,2331.0,2,1,947.4,0,20.0,7.6532,0,7.8917,0,0,0.019,0.83306,2,1,0.009,1.5882,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,29.0,2472.0,2439.0,2.493,2.3056,34.803,2,1,27.789,32.433,36.972,41.41,45.746,28.0115670914399,213.8,2,1,114.79,2,25.1,2,1,0.0,2,64.6,2,1,1.8321,2,1,2219.9,2,1,2338.7,2,1,935.21,0,20.0,7.6595,0,7.8953,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,30.0,2574.0,2539.0,2.421,2.2252,34.81,2,1,27.801,32.447,36.989,41.428,45.767,28.0286884964759,217.2,2,1,112.03,2,25.3,2,1,0.0,2,64.6,2,1,1.8321,2,1,2216.0,2,1,2336.6,2,1,922.95,0,20.0,7.6642,0,7.8975,0,0,0.019,0.82578,2,1,0.009,1.576,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,31.0,2677.0,2640.0,2.369,2.1643,34.811,2,1,27.807,32.455,36.998,41.439,45.779,28.0384714265944,217.9,2,1,111.83,2,25.2,2,1,0.0,2,65.4,2,1,1.8321,2,1,2219.2,2,1,2340.4,2,1,921.62,0,20.0,7.6654,0,7.8955,0,0,0.014,0.60616,2,1,0.007,1.2216,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,33.0,2889.0,2847.0,2.21,1.9879,34.81,2,1,27.82,32.473,37.021,41.467,45.811,28.0643520138658,220.1,2,1,111.09,2,25.3,2,1,0.0,2,68.5,2,1,1.8321,2,1,2219.9,2,1,2342.1,2,1,916.83,0,20.0,7.6676,0,7.892,0,0,0.013,0.55665,2,1,0.004,0.69127,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,34.0,2994.0,2950.0,2.151,1.9198,34.808,2,1,27.824,32.479,37.029,41.476,45.822,28.073181623357,220.6,2,1,111.16,2,25.4,2,1,0.0,2,70.6,2,1,1.842,2,1,2220.2,2,1,2341.9,2,1,919.98,0,20.0,7.6663,0,7.8872,0,0,0.01,0.42635,2,1,0.004,0.68864,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,35.0,3093.0,3047.0,2.132,1.8914,34.807,2,1,27.826,32.481,37.032,41.48,45.827,28.0767171978756,221.4,2,1,110.6,2,25.3,2,1,0.0,2,71.0,2,1,1.842,2,1,2217.6,2,1,2338.3,2,1,923.98,0,20.0,7.664,0,7.881,0,0,0.013,0.55326,2,1,0.005,0.85943,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,206.0,1,1.0,1988,12,30,0.0,0.0,-40.053,-12.487,3274.0,3264.0,36.0,3264.0,3214.0,2.079,1.8222,34.807,2,1,27.831,32.488,37.041,41.491,45.839,28.0871800908005,221.8,2,1,110.77,2,25.3,2,1,0.0,2,71.5,2,1,1.8321,2,1,2220.8,2,1,2342.0,2,1,923.1,0,20.0,7.665,0,7.876,0,0,0.007,0.29661,2,1,0.002,0.34245,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-30 00:00:00
316N19871123,242,207.0,1,1.0,1988,12,31,0.0,0.0,-38.822,-11.423,3155.0,3145.0,13.0,4.0,4.0,15.252,15.251,34.774,2,1,25.743,30.096,34.353,38.516,42.589,25.7708472260052,259.2,2,1,-12.238,2,0.4,2,1,0.04,2,0.8,2,1,0.2758,2,1,2026.8,2,1,2295.5,2,1,373.56,0,20.0,7.9941,0,8.1423,0,0,2.601,234.41,2,1,1.298,432.89,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-31 00:00:00
316N19871123,242,207.0,1,1.0,1988,12,31,0.0,0.0,-38.822,-11.423,3155.0,3145.0,14.0,39.0,39.0,13.23,13.225,34.865,2,1,26.244,30.634,34.927,39.125,43.231,26.2917443122843,261.1,2,1,-4.125,2,2.7,2,1,0.26,2,1.5,2,1,0.42355,2,1,2054.1,2,1,2304.2,2,1,415.33,0,20.0,7.9572,0,8.1348,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1988-12-31 00:00:00
316N19871123,242,249.0,1,1.0,1989,2,5,0.0,0.0,-38.25,-26.49,3939.0,3929.0,1.0,4.0,4.0,18.048,18.047,35.125,2,1,25.357,29.66,33.867,37.983,42.01,25.3700057075883,241.4,2,1,-7.8368,2,0.0,2,1,0.0,2,1.3,2,1,0.2,2,1,2050.6,2,1,2338.9,2,1,355.12,0,20.0,8.018,0,8.1234,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-05 00:00:00
316N19871123,242,249.0,1,1.0,1989,2,5,0.0,0.0,-38.25,-26.49,3939.0,3929.0,2.0,21.0,21.0,17.986,17.982,35.126,2,1,25.374,29.677,33.886,38.003,42.03,25.3871150064573,237.1,2,1,-3.2555,2,0.0,2,1,0.0,2,1.1,2,1,0.2,2,1,2055.4,2,1,2350.0,2,1,347.78,0,20.0,8.0271,0,8.133,0,0,2.377,245.64,2,1,1.168,439.73,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-05 00:00:00
316N19871123,242,250.0,1,1.0,1989,2,5,0.0,0.0,-38.718,-26.777,4192.0,4182.0,1.0,1.0,1.0,17.797,17.797,35.131,2,1,25.423,29.73,33.941,38.061,42.092,25.4384951403384,242.0,2,1,-7.3512,2,0.099,2,1,0.0,2,0.7,2,1,0.2,2,1,2046.2,2,1,2335.3,2,1,352.66,0,20.0,8.0198,0,8.1293,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-05 00:00:00
316N19871123,242,250.0,1,1.0,1989,2,5,0.0,0.0,-38.718,-26.777,4192.0,4182.0,2.0,25.0,25.0,17.796,17.792,35.131,2,1,25.425,29.731,33.943,38.063,42.093,25.43932158463,242.1,2,1,-7.4289,2,0.099,2,1,0.0,2,0.7,2,1,0.2,2,1,2050.6,2,1,2344.2,2,1,347.73,0,20.0,8.0262,0,8.1349,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-05 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,1.0,2.0,2.0,17.322,17.322,35.151,2,1,25.554,29.868,34.088,38.215,42.252,25.573814056038,243.9,2,1,-7.1791,2,0.099,2,1,0.0,2,1.1,2,1,0.19,2,1,2056.4,2,1,2348.6,2,1,351.62,0,20.0,8.0229,0,8.1397,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,2.0,3.0,3.0,17.321,17.32,35.151,2,1,25.554,29.869,34.088,38.215,42.252,25.5740852103892,244.3,2,1,-7.5739,2,0.099,2,1,0.0,2,1.0,2,1,0.19,2,1,2031.4,2,1,2319.4,2,1,349.87,0,20.0,8.0201,0,8.1367,0,0,2.502,250.55,2,1,1.203,440.5,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,3.0,32.0,32.0,17.314,17.309,35.15,2,1,25.557,29.871,34.09,38.218,42.255,25.5756652185467,243.9,2,1,-7.1194,2,0.099,2,1,0.0,2,1.0,2,1,0.18,2,1,2041.6,2,1,2335.0,2,1,345.45,0,20.0,8.027,0,8.1429,0,0,2.427,242.9,2,1,1.172,428.92,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,6.0,96.0,95.0,13.072,13.059,35.239,2,1,26.567,30.958,35.251,39.45,43.557,26.6300060577015,244.9,2,1,12.267,2,6.138,2,1,0.05,2,2.3,2,1,0.57,2,1,2091.9,2,1,2332.7,2,1,451.11,0,20.0,7.9308,0,8.1083,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,9.0,282.0,280.0,11.536,11.5,35.07,2,1,26.739,31.162,35.486,39.715,43.852,26.816352892753,250.5,2,1,15.381,2,8.316,2,1,0.01,2,2.8,2,1,0.71,2,1,2097.2,2,1,2324.4,2,1,479.93,0,20.0,7.9074,0,8.1013,0,0,2.881,214.62,2,1,1.353,381.47,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,11.0,377.0,374.0,9.872,9.8283,34.791,2,1,26.818,31.279,35.639,39.903,44.073,26.9110014199123,240.5,2,1,35.541,2,13.365,2,1,0.01,2,4.7,2,1,1.03,2,1,2099.5,2,1,2290.8,2,1,568.29,0,20.0,7.8403,0,8.0543,0,0,2.72,184.59,2,1,1.296,336.44,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,16.0,753.0,746.0,4.364,4.3066,34.228,2,1,27.14,31.735,36.227,40.618,44.91,27.3007170985608,257.4,2,1,56.884,2,26.73,2,1,0.0,2,17.1,2,1,1.85,2,1,2168.9,2,1,2307.2,2,1,790.75,0,20.0,7.7199,0,7.9993,0,0,2.342,114.99,2,1,1.035,201.73,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,19.0,1097.0,1086.0,3.135,3.0589,34.273,2,1,27.299,31.927,36.451,40.873,45.195,27.488078101455,226.1,2,1,97.733,2,31.383,2,1,0.0,2,36.2,2,1,2.16,2,1,2190.0,2,1,2300.9,2,1,950.94,0,20.0,7.648,0,7.9272,0,0,0.969,44.106,2,1,0.427,77.842,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,22.0,1550.0,1533.0,2.747,2.6381,34.524,2,1,27.537,32.175,36.708,41.138,45.468,27.7481018201659,183.4,2,1,143.19,2,33.165,2,1,0.0,2,61.3,2,1,2.29,2,1,2224.9,2,1,2317.3,2,1,1103.1,0,20.0,7.5927,0,7.8545,0,0,0.125,5.5578,2,1,0.055,9.8236,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,28.0,2745.0,2707.0,2.675,2.4574,34.854,2,1,27.817,32.456,36.991,41.424,45.756,28.0241079365177,228.1,2,1,99.125,2,23.859,2,1,0.0,2,51.3,2,1,1.67,2,1,2196.0,2,1,2331.8,2,1,831.53,0,20.0,7.7033,0,7.9295,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,32.0,3499.0,3444.0,1.563,1.2948,34.767,2,1,27.838,32.511,37.078,41.542,45.905,28.1338206059895,216.4,2,1,120.73,2,28.71,2,1,0.0,2,90.5,2,1,1.96,2,1,2226.8,2,1,2345.8,2,1,940.82,0,20.0,7.6583,0,7.8671,0,0,0.018,0.73733,2,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,251.0,1,1.0,1989,2,6,0.0,0.0,-39.188,-26.988,4367.0,4357.0,36.0,4357.0,4280.0,0.571,0.24058,34.69,2,1,27.843,32.547,37.145,41.638,46.029,28.2429467830673,216.4,2,1,130.17,2,32.274,2,1,0.0,2,122.1,2,1,2.22,2,1,2268.2,2,1,2377.6,2,1,1026.6,0,20.0,7.63,0,7.8159,0,0,0.042,1.6064,2,1,0.017,2.6584,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,1.0,3.0,3.0,17.736,17.735,35.139,2,1,25.445,29.752,33.965,38.085,42.116,25.4601679556714,242.1,2,1,-7.1943,2,0.0,2,1,0.0,2,1.2,2,1,0.19,2,1,2025.0,2,1,2316.7,2,1,342.7,0,20.0,8.027,0,8.1373,0,0,2.431,248.31,2,1,1.183,440.82,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,2.0,28.0,28.0,17.635,17.63,35.144,2,1,25.474,29.783,33.997,38.12,42.152,25.4901053477882,242.1,2,1,-6.7384,2,0.0,2,1,0.0,2,1.0,2,1,0.19,2,1,2028.5,2,1,2318.4,2,1,346.27,0,20.0,8.0236,0,8.1346,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,3.0,48.0,48.0,16.111,16.103,35.194,2,1,25.874,30.209,34.448,38.595,42.651,25.9050558496464,250.3,2,1,-8.0889,2,0.0,2,1,0.01,2,1.0,2,1,0.2,2,1,2057.5,2,1,2346.5,2,1,356.89,0,20.0,8.0172,0,8.151,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,5.0,84.0,83.0,13.173,13.161,35.234,2,1,26.542,30.931,35.223,39.42,43.525,26.6041541693377,245.8,2,1,10.841,2,5.445,2,1,0.07,2,2.4,2,1,0.53,2,1,2079.8,2,1,2318.2,2,1,451.32,0,20.0,7.9284,0,8.1046,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,6.0,97.0,96.0,12.82,12.807,35.237,2,1,26.616,31.012,35.31,39.514,43.625,26.6826523525564,244.0,2,1,14.494,2,6.237,2,1,0.02,2,2.6,2,1,0.58,2,1,2081.1,2,1,2317.4,2,1,456.23,0,20.0,7.9243,0,8.1054,0,0,,,9,1,,,9,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
316N19871123,242,252.0,1,2.0,1989,2,6,0.0,0.0,-39.667,-27.313,4379.0,4369.0,7.0,147.0,146.0,12.323,12.304,35.192,2,1,26.68,31.086,35.395,39.608,43.728,26.7519667413908,246.2,2,1,15.059,2,6.831,2,1,0.02,2,2.8,2,1,0.63,2,1,2079.7,2,1,2312.4,2,1,462.75,0,20.0,7.9184,0,8.1053,0,0,2.845,221.41,2,1,1.369,401.23,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.save_all1_6                                      ,0,1989-02-06 00:00:00
