expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,32.0,4.7,5.0,20.795,20.794,35.474,2,1,24.912,29.169,33.333,37.406,41.391,24.9027784103404,224.8,2,1,-3.398610595052304,2,0.0392,2,1,,9,1.47,2,1,0.12,2,1,2026.7,2,1,2345.6,2,1,311.57,0,20.0,8.069,2,8.1328,2,1,2.33,275.46,2,1,1.331,564.51,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.64139265282446,8.128974910389212,322.0416959032302,0.010996503970085413,9.605061626121103,0.037962110113673224,33.21030089275344
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,31.0,30.7,30.0,20.771,20.765,35.439,2,1,24.893,29.151,33.315,37.389,41.375,24.8821942320275,226.5,2,1,-4.932403578928586,2,0.0392,2,1,,9,1.274,2,1,0.12,2,1,2024.7,2,1,2344.3,2,1,309.9,0,20.0,8.068,2,8.1312,2,1,2.409,284.32,2,1,1.362,576.79,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.60623868886375,8.130227349989047,319.89167019746185,0.010999718597486618,9.543800597123099,0.037926265643422934,32.970603603755826
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,30.0,100.8,100.0,13.064,13.05,35.086,2,1,26.45,30.842,35.137,39.337,43.445,26.507854026642,225.4,2,1,32.01215429650833,2,9.8588,2,1,,9,2.646,2,1,0.78,2,1,2095.6,2,1,2317.3,2,1,491.98,0,20.0,7.902,2,8.0786,2,1,3.242,262.05,2,1,1.732,524.83,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.25166834359154,8.079560394402549,368.3862050517409,0.010525127821979586,10.576745622004868,0.04808830713866285,45.84506040428995
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,29.0,202.4,201.0,9.952,9.9286,34.77,2,1,26.785,31.243,35.602,39.864,44.032,26.8753879442173,241.0,2,1,34.524034824916725,2,14.769,2,1,,9,3.43,2,1,1.07,2,1,2108.2,2,1,2303.3,2,1,561.06,0,20.0,7.844,2,8.0634,2,1,3.518,240.01,2,1,1.819,474.4,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.93437389695118,8.076657563174976,368.99967001685366,0.010314306281976356,10.403250851190627,0.05217913800217062,49.17079670725702
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,28.0,302.8,300.0,6.798,6.7702,34.37,2,1,26.954,31.487,35.918,40.251,44.486,27.0782951739888,245.6,2,1,50.938067380439264,2,21.923,2,1,,9,7.546,2,1,1.56,2,1,2133.5,2,1,2282.4,2,1,726.1,0,20.0,7.753,2,8.0136,2,1,3.509,199.59,2,1,1.772,393.4,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.532647724693376,8.024558525804212,419.75565086397353,0.009806526130678304,11.263812976872838,0.06061310394717585,63.54180880594081
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,27.0,402.1,399.0,5.17,5.1379,34.213,2,1,27.035,31.61,36.081,40.452,44.725,27.1835402566078,274.9,2,1,33.54310620315414,2,23.393,2,1,,9,8.624,2,1,1.65,2,1,2132.5,2,1,2279.2,2,1,732.49,0,20.0,7.747,2,8.0289,2,1,4.408,227.45,2,1,2.183,444.59,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.37514513872094,8.045737336870792,395.1422920546088,0.00976849114131902,10.57469755770718,0.061337921284792915,60.44339693180317
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,26.0,602.7,597.0,4.521,4.475,34.22,2,1,27.116,31.706,36.194,40.581,44.87,27.2760005129653,262.5,2,1,50.85841505143134,2,26.744,2,1,,9,14.798,2,1,1.85,2,1,2150.4,2,1,2284.4,2,1,800.28,0,20.0,7.71,2,7.9919,2,1,3.557,176.41,2,1,1.784,350.83,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.38267551869871,8.015438192263545,419.3050244536181,0.009570413514201999,10.991314050133822,0.06393460778371665,66.42915605468693
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,25.0,798.8,791.0,3.603,3.5466,34.223,2,1,27.214,31.829,36.34,40.75,45.06,27.3920975541381,250.6,2,1,69.90030515545172,2,29.527,2,1,,9,23.912,2,1,2.04,2,1,2170.1,2,1,2292.6,2,1,870.98,0,20.0,7.674,2,7.9599,2,1,2.852,133.7,2,1,1.45,271.29,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.38639502492804,7.991863181602051,438.3837618067095,0.009367541659660339,11.242196045851843,0.06638698087194304,71.69610527581484
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,24.0,1002.0,992.0,2.96,2.8927,34.273,2,1,27.314,31.947,36.475,40.901,45.227,27.5116527673723,229.8,2,1,95.78992554926515,2,32.105,2,1,,9,36.26,2,1,2.22,2,1,2195.5,2,1,2300.7,2,1,989.56,0,20.0,7.638,2,7.9228,2,1,2.058,92.715,2,1,1.055,190.59,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.43750909109741,7.9447167426925125,485.13451176469835,0.009033408227910504,11.964703444234651,0.07010668439168002,83.1023772498057
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,23.0,1194.9,1182.0,2.711,2.631,34.372,2,1,27.417,32.055,36.59,41.022,45.353,27.6235490609281,204.4,2,1,123.07223442217904,2,33.79,2,1,,9,49.98,2,1,2.33,2,1,2214.2,2,1,2314.6,2,1,1036.7,0,20.0,7.605,2,7.8828,2,1,1.205,53.468,2,1,0.618,110.16,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.537794350252604,7.925148856869906,501.55943441750367,0.00892036960800704,12.20248954357468,0.07097691552161561,86.76219460898325
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,22.0,1397.4,1382.0,2.671,2.5753,34.504,2,1,27.527,32.166,36.701,41.133,45.465,27.7424012463808,185.1,2,1,142.50046702450848,2,33.996,2,1,,9,61.054,2,1,2.35,2,1,2236.9,2,1,2327.6,2,1,1123.3,0,20.0,7.59,2,7.8588,2,1,0.513,22.716,2,1,0.279,49.65,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.67101515447457,7.886337936989798,542.7620640384877,0.008699415371165734,12.835529816810478,0.0728346785047713,95.9122665294823
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,21.0,1599.4,1581.0,2.663,2.5509,34.594,2,1,27.601,32.24,36.775,41.207,45.539,27.8156508450629,179.9,2,1,147.6769487470864,2,33.398,2,1,,9,66.15,2,1,2.31,2,1,2242.1,2,1,2335.5,2,1,1109.5,0,20.0,7.59,2,7.8509,2,1,0.287,12.701,2,1,0.157,27.928,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.761575054269294,7.884927797390054,533.7640422581686,0.008744100511505704,12.706463683174956,0.07217762521173492,93.55384135791202
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,20.0,1800.2,1779.0,2.797,2.6659,34.69,2,1,27.668,32.303,36.834,41.262,45.59,27.8713525932106,186.7,2,1,139.70163672602916,2,31.36,2,1,,9,62.328,2,1,2.15,2,1,2235.2,2,1,2336.6,2,1,1050.6,0,20.0,7.614,2,7.8674,2,1,0.144,6.4249,2,1,0.084,15.052,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.857982079951334,7.897024716401882,505.81636794158896,0.008898576530587614,12.29424748405897,0.07050156694276626,86.87975555549637
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,19.0,2000.1,1975.0,3.008,2.8558,34.796,2,1,27.735,32.365,36.889,41.312,45.635,27.9224113673452,205.0,2,1,119.60422083243941,2,27.754,2,1,,9,52.528,2,1,1.9,2,1,2217.0,2,1,2334.5,2,1,939.88,0,20.0,7.655,2,7.9013,2,1,0.07,3.1638,2,1,0.051,9.2447,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.964310775530926,7.930372747397038,453.53459496747604,0.009191881002571678,11.437411823574518,0.06714962534436518,74.70805607186247
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,18.0,2201.2,2173.0,2.862,2.6935,34.817,2,1,27.767,32.4,36.929,41.356,45.683,27.9592116466686,210.8,2,1,115.064381366715,2,27.009,2,1,,9,53.802,2,1,1.84,2,1,2215.6,2,1,2336.2,2,1,921.82,0,20.0,7.667,2,7.9087,2,1,0.054,2.4167,2,1,0.031,5.5708,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.985330319383024,7.933147938500107,440.4824167004875,0.009235046315352598,11.17367989549333,0.06656786356437337,72.00942492195514
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,17.0,2399.9,2368.0,2.855,2.6677,34.852,2,1,27.797,32.431,36.96,41.388,45.715,27.9881874660758,222.5,2,1,103.48747629404409,2,25.274,2,1,,9,49.294,2,1,1.72,2,1,2205.8,2,1,2335.2,2,1,868.84,0,20.0,7.689,2,7.9249,2,1,0.043,1.9221,2,1,0.035,6.283,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.02054450018899,7.949133323969834,413.11499187010025,0.00937146495528093,10.65396478955918,0.06482695581898346,66.01291167690326
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,16.0,2599.7,2564.0,3.126,2.9138,34.938,2,1,27.844,32.47,36.992,41.413,45.733,28.0136082708647,250.1,2,1,73.69052975909412,2,20.894,2,1,,9,27.538,2,1,1.4,2,1,2174.4,2,1,2325.6,2,1,748.95,0,20.0,7.739,2,7.9669,2,1,0.02,0.90855,2,1,0.021,3.8244,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.107191094048964,7.993497097338216,358.36313549599976,0.009680564797731647,9.569355220810479,0.060646344276928124,54.09794706427788
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,14.0,2798.4,2758.0,2.731,2.5068,34.882,2,1,27.835,32.473,37.006,41.438,45.768,28.032379419555,235.5,2,1,91.72384305957706,2,23.363,2,1,,9,43.798,0,1,1.58,2,1,2196.7,2,1,2335.4,2,1,817.53,0,20.0,7.713,2,7.9371,2,1,0.022,0.97389,2,1,0.018,3.2038,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.05139089152056,7.959904464709824,383.92545480746696,0.009496052393516044,10.053755547339934,0.06309044681231049,59.92667469411221
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,15.0,2798.5,2759.0,2.733,2.5088,34.886,2,1,27.838,32.476,37.009,41.44,45.771,28.0349518322694,236.7,2,1,90.49759056484606,2,23.206,2,1,,9,43.806,2,1,1.59,2,1,2194.7,2,1,2335.4,2,1,807.26,0,20.0,7.713,2,7.9371,2,1,0.02,0.88549,2,1,0.017,3.0262,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.055410684339556,7.965077312015048,378.86590652556305,0.009525158843407275,9.953220433245535,0.06269180560833798,58.81533650110522
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,13.0,2997.9,2954.0,2.315,2.0797,34.842,2,1,27.839,32.489,37.034,41.477,45.819,28.0666863005809,226.2,2,1,104.64826043280249,2,25.676,2,1,,9,59.584,2,1,1.75,2,1,2212.3,2,1,2342.9,2,1,867.43,0,20.0,7.691,2,7.9117,2,1,0.028,1.2063,2,1,0.019,3.3014,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.01193062193225,7.937377173879874,399.18978695361926,0.009361259855678504,10.303355504527216,0.06476381783384631,63.70634596392243
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,12.0,3299.0,3248.0,1.601,1.3522,34.757,2,1,27.826,32.497,37.063,41.526,45.887,28.1148815786514,206.9,2,1,130.32916235013286,2,30.547,2,1,,9,97.02,2,1,2.08,2,1,2245.6,2,1,2354.8,2,1,1011.8,0,20.0,7.637,2,7.851,2,1,0.06,2.4665,2,1,0.041,6.8343,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.927768737226366,7.877946017581091,451.39617832948386,0.00897274316668936,11.138682027444933,0.069328088125919,76.35945239433907
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,11.0,3599.1,3541.0,1.226,0.9564,34.733,2,1,27.834,32.516,37.094,41.567,45.939,28.1579552060049,207.9,2,1,132.8329137726386,2,31.536,2,1,,9,109.86,2,1,2.16,2,1,2253.2,2,1,2359.8,2,1,1034.2,0,20.0,7.624,2,7.8301,2,1,0.082,3.2859,2,1,0.053,8.6371,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.90465774158355,7.8646491548399915,452.3342927587036,0.00890783933867203,11.084678124192989,0.06998886591947878,77.13123216451265
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,10.0,3799.6,3737.0,0.974,0.69064,34.717,2,1,27.838,32.528,37.113,41.594,45.973,28.187640931947,210.5,2,1,132.62099637699185,2,32.105,2,1,,9,115.44,2,1,2.21,2,1,2256.2,2,1,2360.6,2,1,1050.9,0,20.0,7.621,2,7.8223,2,1,0.103,4.0569,2,1,0.064,10.272,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.88907978163718,7.854533928891861,453.84905980395047,0.008855241520374842,11.057694353649135,0.07057223616924123,77.94447781409905
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,9.0,3999.1,3931.0,0.726,0.42895,34.701,2,1,27.841,32.539,37.132,41.62,46.006,28.2175428361624,212.6,2,1,132.90176139148375,2,32.83,2,1,,9,119.76,2,1,2.25,2,1,2259.8,2,1,2363.0,2,1,1061.4,0,20.0,7.616,2,7.8123,2,1,0.13,5.0337,2,1,0.079,12.489,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.873368217895454,7.847159078937685,452.60399063008487,0.008821740523068253,10.989187435988597,0.07091355218518111,78.0478225717935
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,8.0,4201.5,4128.0,0.546,0.23298,34.691,2,1,27.844,32.548,37.146,41.64,46.031,28.2423015400505,216.1,2,1,131.19818230626444,2,32.879,2,1,,9,122.01,2,1,2.27,2,1,2261.2,2,1,2363.7,2,1,1067.1,0,20.0,7.613,2,7.8033,2,1,0.133,5.0843,2,1,0.081,12.661,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.86360465177095,7.839970188121966,450.60458205587344,0.008798852268476142,10.91720912690983,0.07116408273695224,77.93831687239836
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,7.0,4400.1,4321.0,0.404,0.074103,34.685,2,1,27.848,32.557,37.16,41.658,46.054,28.265130287068,219.1,2,1,129.66085275585172,2,33.055,2,1,,9,123.19,2,1,2.28,2,1,2261.7,2,1,2363.3,2,1,1073.5,0,20.0,7.614,2,7.7984,2,1,0.143,5.4101,2,1,0.092,14.249,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.85778230510126,7.831684264537068,449.7951888436806,0.008772598936306105,10.8692086134073,0.07146756801499382,78.08665821965064
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,6.0,4597.1,4513.0,0.331,-0.018017,34.68,2,1,27.849,32.56,37.166,41.667,46.065,28.2778194410863,220.8,2,1,128.81795852244528,2,33.134,2,1,,9,125.34,2,1,2.29,2,1,2261.9,2,1,2362.2,2,1,1082.6,0,20.0,7.615,2,7.7925,2,1,0.132,4.9638,2,1,0.083,12.786,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.8529049237206,7.821089897239471,451.49167559881414,0.00873924295534121,10.870961521954296,0.07186016653639167,78.75752124868838
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,5.0,4796.3,4706.0,0.285,-0.084635,34.676,2,1,27.849,32.563,37.17,41.673,46.073,28.2869220735644,222.2,2,1,128.04110518296216,2,33.34,2,1,,9,125.73,2,1,2.3,2,1,2262.3,2,1,2363.9,2,1,1074.1,0,20.0,7.613,2,7.7828,2,1,0.14,5.2416,2,1,0.088,13.504,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.848970620610494,7.817495652677181,445.7603142582264,0.008758256332092759,10.765533110897277,0.07163493906455548,77.54117979796325
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,4.0,4999.4,4903.0,0.267,-0.12513,34.678,2,1,27.853,32.568,37.176,41.68,46.081,28.2958125801102,223.1,2,1,127.50882746739197,2,33.34,2,1,,9,126.52,2,1,2.31,2,1,2262.2,2,1,2364.5,2,1,1069.6,0,20.0,7.612,2,7.7736,2,1,0.149,5.5639,2,1,0.09,13.779,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.85104288599863,7.811467685169825,442.3736161217006,0.008765319929313705,10.699709216143669,0.07155218941845316,76.87256672660605
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,3.0,5198.0,5096.0,0.26,-0.15492,34.674,2,1,27.851,32.567,37.176,41.681,46.083,28.2985108402217,223.4,2,1,127.49461717735934,2,33.095,2,1,,9,127.4,2,1,2.31,2,1,2263.0,2,1,2364.3,2,1,1076.7,0,20.0,7.612,2,7.7655,2,1,0.164,6.1119,2,1,0.103,15.741,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.84707263248261,7.80049654860821,444.5724865290245,0.008739088931119033,10.722854316476441,0.0718535444694111,77.53702381578383
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,2.0,5299.4,5194.0,0.261,-0.16594,34.675,2,1,27.852,32.569,37.179,41.684,46.086,28.301383476011,223.2,2,1,127.79370885755122,2,33.046,2,1,,9,127.11,2,1,2.31,2,1,2263.7,2,1,2365.5,2,1,1073.8,0,20.0,7.618,2,7.7682,2,1,0.171,6.3682,2,1,0.1,15.273,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.84810074527153,7.797713964288957,442.8206434048995,0.008745725506333202,10.692380913197448,0.07176173488677036,77.14163897647386
323019940104,297,30.0,1,1.0,1994,1,18,0.0,0.0,-40.593,-48.167,5429.0,5419.0,1.0,5415.9,5307.0,0.272,-0.16925,34.674,2,1,27.852,32.568,37.178,41.683,46.086,28.3013842640873,223.9,2,1,127.12701137817194,2,33.144,2,1,,9,128.09,2,1,2.31,2,1,2262.8,2,1,2364.6,2,1,1073.3,0,20.0,7.624,2,7.77,2,1,0.183,6.8136,2,1,0.11,16.797,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.847108709668056,7.792803491690981,442.2808768007536,0.008742479223218566,10.678470929076218,0.07181966980446679,77.1043816459201
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,32.0,7.7,8.0,19.855,19.854,35.274,2,1,25.011,29.283,33.462,37.549,41.549,25.0142961279469,228.6,2,1,-3.1171521208328272,2,0.0392,2,1,,9,1.96,2,1,0.16,2,1,2023.2,2,1,2336.9,2,1,315.16,0,20.0,8.056,2,8.1339,2,1,2.442,275.95,2,1,1.378,561.48,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.440448062241174,8.138604400076835,313.18071830798385,0.010990998283804553,9.339358397541558,0.03846997911805603,32.65560385681081
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,31.0,30.7,30.0,19.573,19.567,35.654,2,1,25.376,29.65,33.831,37.921,41.922,25.3917054460041,229.6,2,1,-3.510499880169732,2,0.0392,2,1,,9,1.666,2,1,0.12,2,1,2037.7,2,1,2351.1,2,1,322.83,0,20.0,8.051,2,8.1324,2,1,2.469,276.39,2,1,1.396,564.29,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,35.82225009191405,8.134686461830615,317.0502065187748,0.010978460988991207,9.446084820510151,0.038396028041769496,32.956318924143936
