expocode,cruise,station,region,cast,year,month,day,hour,minute,latitude,longitude,bottomdepth,maxsampdepth,bottle,pressure,depth,temperature,theta,salinity,salinityf,salinityqc,sigma0,sigma1,sigma2,sigma3,sigma4,gamma,oxygen,oxygenf,oxygenqc,aou,aouf,nitrate,nitratef,nitrateqc,nitrite,nitritef,silicate,silicatef,silicateqc,phosphate,phosphatef,phosphateqc,tco2,tco2f,tco2qc,talk,talkf,talkqc,fco2,fco2f,fco2temp,phts25p0,phts25p0f,phtsinsitutp,phtsinsitutpf,phtsqc,cfc11,pcfc11,cfc11f,cfc11qc,cfc12,pcfc12,cfc12f,cfc12qc,cfc113,pcfc113,cfc113f,cfc113qc,ccl4,pccl4,ccl4f,ccl4qc,sf6,psf6,sf6f,sf6qc,c13,c13f,c13qc,c14,c14f,c14err,h3,h3f,h3err,he3,he3f,he3err,he,hef,heerr,neon,neonf,neonerr,o18,o18f,toc,tocf,doc,docf,don,donf,tdn,tdnf,chla,chlaf,doi,second,datetime,salinity_absolute,pH_total,pco2,pH_total_bias,pco2_bias,pH_total_random,pco2_random,temperature_bias,theta_bias,salinity_bias,oxygen_bias,aou_bias,nitrate_bias,phosphate_bias,silicate_bias,tco2_bias,talk_bias
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,8.0,3999.3,3932.0,0.773,0.4746,34.7,2,1,27.837,32.534,37.126,41.612,45.997,28.2097292066127,211.9,2,1,133.1944534415468,2,32.026,2,1,,9,120.44,2,1,2.2,2,1,2258.2,2,1,2363.2,2,1,1048.3,0,20.0,7.614,2,7.8093,2,1,0.135,5.2427,2,1,0.077,12.205,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.87245668501235,7.851629273442795,447.5590099294952,0.0088578251849892,10.915927632986024,0.0705160586583363,76.80341344048679,0.002,0.002,0.005,2.119,1.3319445344154681,0.6405200000000001,0.044000000000000004,2.4088,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,7.0,4197.5,4125.0,0.557,0.24409,34.689,2,1,27.842,32.546,37.144,41.637,46.028,28.2391766643555,215.6,2,1,131.60277366655802,2,32.066,2,1,,9,123.38,2,1,2.21,2,1,2259.3,2,1,2362.8,2,1,1059.0,0,20.0,7.615,2,7.8056,2,1,0.153,5.853,2,1,0.092,14.389,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.8616798954331,7.842978650150274,447.2499266750244,0.00881925242711,10.86415642130644,0.0709602948001228,77.16987074076935,0.002,0.002,0.005,2.156,1.3160277366655802,0.6413200000000001,0.0442,2.4676,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,6.0,4398.2,4320.0,0.402,0.072384,34.683,2,1,27.846,32.555,37.158,41.657,46.052,28.2639301794547,218.9,2,1,129.88194541030296,2,32.458,2,1,,9,127.3,2,1,2.24,2,1,2261.3,2,1,2363.9,2,1,1066.7,0,20.0,7.61,2,7.794,2,1,0.129,4.8798,2,1,0.078,12.079,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.855849908146425,7.83474713400423,446.5800164943794,0.0087926493853776,10.819007124916247,0.071240788616469,77.31380146298726,0.002,0.002,0.005,2.189,1.2988194541030296,0.64916,0.044800000000000006,2.546,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,5.0,4598.5,4515.0,0.305,-0.043321,34.678,2,1,27.849,32.561,37.167,41.669,46.068,28.2805790176627,221.1,2,1,128.75572550000183,2,32.595,2,1,,9,129.07,2,1,2.25,2,1,2260.8,2,1,2363.3,2,1,1067.2,0,20.0,7.612,2,7.7895,2,1,0.122,4.5801,2,1,0.077,11.844,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.85095906104532,7.827977389276946,443.94366063705127,0.0087830531429316,10.749546248693417,0.0713670724720668,76.97729504601503,0.002,0.002,0.005,2.211,1.2875572550000183,0.6519,0.045,2.5814,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,4.0,4798.7,4709.0,0.259,-0.11003,34.675,2,1,27.85,32.564,37.172,41.676,46.077,28.2902672091724,222.3,2,1,128.17773559557622,2,32.693,2,1,,9,130.14,2,1,2.25,2,1,2262.7,2,1,2365.0,2,1,1069.8,0,20.0,7.611,2,7.7808,2,1,0.135,5.0459,2,1,0.085,13.024,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.84801465053595,7.819864488379485,443.2339610611485,0.0087717352584302,10.723044499166951,0.0714684971047525,76.94285779628223,0.002,0.002,0.005,2.2230000000000003,1.2817773559557624,0.65386,0.045,2.6028,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,3.0,4997.0,4902.0,0.241,-0.14995,34.677,2,1,27.853,32.569,37.178,41.683,46.085,28.2990936665175,223.1,2,1,127.74058293420156,2,32.732,2,1,,9,130.54,2,1,2.26,2,1,2263.2,2,1,2365.5,2,1,1070.3,0,20.0,7.611,2,7.7729,2,1,0.146,5.443,2,1,0.102,15.594,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.85007431235074,7.811957715555207,442.1566572323118,0.0087649339887443,10.693824762367928,0.0715383704971437,76.81860006322552,0.002,0.002,0.005,2.231,1.2774058293420156,0.65464,0.0452,2.6108,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,2.0,5197.2,5096.0,0.231,-0.18282,34.676,2,1,27.854,32.571,37.181,41.687,46.089,28.304560777853,223.8,2,1,127.3470335578628,2,32.781,2,1,,9,131.12,2,1,2.27,2,1,2263.5,2,1,2365.0,2,1,1075.9,0,20.0,7.608,2,7.7614,2,1,0.186,6.9193,2,1,0.115,17.547,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.849126421544746,7.801549756869409,443.584770750458,0.0087425620967279,10.703913457274323,0.0718002337269049,77.3123566529457,0.002,0.002,0.005,2.238,1.273470335578628,0.65562,0.0454,2.6224000000000003,10.0,10.0
323019940104,297,33.0,1,1.0,1994,1,18,0.0,0.0,-39.343,-47.115,5330.0,5320.0,1.0,5317.7,5213.0,0.219,-0.20858,34.673,2,1,27.853,32.57,37.182,41.688,46.091,28.3072821540431,223.7,2,1,127.69354560568536,2,33.016,2,1,,9,132.01,2,1,2.27,2,1,2265.3,2,1,2364.6,2,1,1092.0,0,20.0,7.61,2,7.7589,2,1,0.224,8.3186,2,1,0.13,19.806,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-18 00:00:00,34.84615335136065,7.79026602542793,450.0493415309473,0.0086942395903284,10.796135618357086,0.0723382324493664,78.94921400496591,0.002,0.002,0.005,2.237,1.2769354560568535,0.66032,0.0454,2.6401999999999997,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,31.0,41.3,41.0,17.751,17.744,35.163,2,1,25.461,29.768,33.98,38.1,42.132,25.4802611450136,245.6,2,1,-10.969666719696477,2,0.0392,2,1,,9,0.49,2,1,0.19,2,1,2030.7,2,1,2327.5,2,1,337.7,0,20.0,8.035,2,8.1439,2,1,2.796,285.78,2,1,1.566,583.88,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,35.32893777388258,8.144513263371268,307.4326781915053,0.0109369035233995,9.13439379248086,0.0399924315497048,33.04561257969642,0.002,0.002,0.005,2.456,-0.10969666719696478,0.000784,0.0038,0.0098,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,30.0,200.4,199.0,12.053,12.027,35.1,2,1,26.662,31.074,35.389,39.608,43.734,26.7346854140429,231.6,2,1,31.28337033067325,2,11.201,2,1,,9,2.94,2,1,0.83,2,1,2098.7,2,1,2317.5,2,1,500.23,0,20.0,7.885,2,8.0732,2,1,3.123,239.31,2,1,1.677,484.77,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,35.26578886811524,8.08636915896797,358.6743073775183,0.0104984476170795,10.27932957388609,0.0485569074642149,44.99008655163979,0.002,0.002,0.005,2.316,0.3128337033067325,0.22402000000000002,0.0166,0.0588,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,29.0,400.2,397.0,6.8,6.7629,34.396,2,1,26.976,31.508,35.94,40.272,44.507,27.1048196292976,234.4,2,1,62.13145992432922,2,23.167,2,1,,9,9.016,2,1,1.63,2,1,2142.1,2,1,2285.5,2,1,754.78,0,20.0,7.736,2,7.9918,2,1,3.134,178.24,2,1,1.619,359.39,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.558718634257325,8.006047960241357,435.897564220803,0.0097256972843844,11.598023671452914,0.0616508951006993,66.93089105642332,0.002,0.002,0.005,2.3440000000000003,0.6213145992432922,0.46334000000000003,0.0326,0.18032,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,28.0,501.5,497.0,5.258,5.2172,34.25,2,1,27.056,31.627,36.097,40.466,44.736,27.2059602021016,264.3,2,1,43.47809645940754,2,24.647,2,1,,9,10.78,2,1,1.74,2,1,2143.8,2,1,2280.7,2,1,782.78,0,20.0,7.725,2,8.0003,2,1,3.734,193.66,2,1,1.879,384.42,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.41222579861822,8.014143247728722,423.7013416699352,0.0096235219366883,11.163924010663624,0.0632626652350705,66.5332856297184,0.002,0.002,0.005,2.6430000000000002,0.4347809645940754,0.49294,0.0348,0.21559999999999999,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,27.0,600.0,595.0,4.677,4.6305,34.228,2,1,27.105,31.692,36.176,40.559,44.843,27.2638654941719,260.6,2,1,51.57035081902285,2,25.999,2,1,,9,13.622,2,1,1.81,2,1,2149.1,2,1,2284.7,2,1,791.9,0,20.0,7.712,2,7.9917,2,1,3.524,176.43,2,1,1.775,351.99,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.39034679394438,8.016935780820015,417.6117347304953,0.0095957334720024,10.976376570209684,0.0635843075307395,65.84936157472616,0.002,0.002,0.005,2.6060000000000003,0.5157035081902285,0.51998,0.0362,0.27244,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,26.0,700.4,694.0,3.981,3.9301,34.189,2,1,27.148,31.753,36.255,40.656,44.957,27.3184712976666,265.7,2,1,51.89298106060647,2,27.607,2,1,,9,16.464,2,1,1.91,2,1,2155.6,2,1,2284.7,2,1,826.79,0,20.0,7.696,2,7.9815,2,1,3.818,183.15,2,1,1.91,364.7,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.35144422435318,8.00827498925313,423.2433835097386,0.0094862445483559,10.997792205395925,0.0650486949266349,68.05223847000853,0.002,0.002,0.005,2.657,0.5189298106060647,0.55214,0.0382,0.32927999999999996,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,25.0,800.3,793.0,3.577,3.5207,34.191,2,1,27.191,31.807,36.319,40.73,45.041,27.3690891548152,261.2,2,1,59.58101268693275,2,28.91,2,1,,9,20.678,2,1,1.99,2,1,2164.6,2,1,2288.1,2,1,861.31,0,20.0,7.683,2,7.9699,2,1,3.465,162.12,2,1,1.743,325.55,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.353796969108906,7.995804365420176,433.1825842673253,0.0093860245578019,11.134025578101172,0.0662584594899028,70.74614920558575,0.002,0.002,0.005,2.612,0.5958101268693275,0.5782,0.0398,0.41356000000000004,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,24.0,1000.1,990.0,3.105,3.0367,34.253,2,1,27.285,31.914,36.439,40.861,45.184,27.4779554442715,234.3,2,1,90.17860772885206,2,31.291,2,1,,9,33.712,2,1,2.16,2,1,2188.5,2,1,2298.6,2,1,954.12,0,20.0,7.644,2,7.9271,2,1,2.12,96.343,2,1,1.101,200.43,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.41693127284847,7.956809394245403,470.0351165085219,0.0091302678053446,11.730235819597205,0.0690747216066094,79.50864154672733,0.002,0.002,0.005,2.343,0.9017860772885206,0.62582,0.0432,0.6742400000000001,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,23.0,1201.7,1189.0,2.834,2.7524,34.353,2,1,27.391,32.026,36.557,40.987,45.315,27.5929165728214,209.0,2,1,117.5300481266422,2,32.938,2,1,,9,45.864,2,1,2.28,2,1,2213.3,2,1,2311.5,2,1,1049.6,0,20.0,7.611,2,7.8872,2,1,1.187,53.057,2,1,0.626,112.31,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.51833575020067,7.916605143800539,511.1660133039085,0.0088775867276954,12.367948803177384,0.0714986036009171,88.99503281162752,0.002,0.002,0.005,2.09,1.175300481266422,0.65876,0.045599999999999995,0.91728,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,22.0,1401.4,1386.0,2.707,2.6107,34.453,2,1,27.483,32.121,36.656,41.088,45.419,27.6955912458209,190.5,2,1,136.9374638354347,2,33.614,2,1,,9,57.232,2,1,2.33,2,1,2232.0,2,1,2323.7,2,1,1111.0,0,20.0,7.592,2,7.8602,2,1,0.663,29.406,2,1,0.359,63.977,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.6195227685712,7.889372675841463,537.5669165865736,0.0087241387234176,12.755422108780676,0.0727228514771283,94.89426572308408,0.002,0.002,0.005,1.905,1.369374638354347,0.67228,0.0466,1.14464,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,20.0,1598.3,1580.0,2.806,2.6923,34.565,2,1,27.566,32.201,36.732,41.161,45.49,27.7754211112606,183.8,2,1,142.69547278002017,2,32.654,2,1,,9,61.152,2,1,2.26,2,1,2236.6,2,1,2330.4,2,1,1101.6,0,20.0,7.594,2,7.8531,2,1,0.291,12.988,2,1,0.155,27.779,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.73227714349043,7.884302780145526,533.3375658493402,0.0087561824569896,12.716392374208947,0.0721813526419753,93.50935846822276,0.002,0.002,0.005,1.838,1.4269547278002017,0.6530800000000001,0.0452,1.2230400000000001,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,21.0,1599.2,1581.0,2.806,2.6922,34.565,2,1,27.566,32.201,36.732,41.161,45.49,27.7754306937233,183.6,2,1,142.8962859093197,2,32.654,2,1,,9,60.662,2,1,2.26,2,1,2235.8,2,1,2330.4,2,1,1095.3,0,20.0,7.594,2,7.8531,2,1,0.287,12.809,2,1,0.164,29.392,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.73227706051014,7.886662615056276,530.1437376047769,0.0087731387766332,12.668620831995236,0.0720132912576216,92.76453029387012,0.002,0.002,0.005,1.836,1.4289628590931969,0.6530800000000001,0.0452,1.21324,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,19.0,1800.1,1779.0,2.819,2.6877,34.655,2,1,27.638,32.273,36.803,41.231,45.56,27.8439793094945,186.4,2,1,139.9107980128194,2,31.497,2,1,,9,63.014,2,1,2.17,2,1,2235.9,2,1,2336.1,2,1,1058.5,0,20.0,7.605,2,7.8571,2,1,0.168,7.5031,2,1,0.104,18.652,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.82264526884997,7.8935497624005135,510.194144703952,0.0088762725455557,12.364683570027967,0.0707781226107277,87.93163982415608,0.002,0.002,0.005,1.864,1.3991079801281943,0.62994,0.0434,1.26028,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,18.0,1999.8,1975.0,2.869,2.7191,34.731,2,1,27.696,32.329,36.858,41.285,45.612,27.8949907715835,193.7,2,1,132.16860265862505,2,29.655,2,1,,9,60.564,2,1,2.03,2,1,2229.2,2,1,2336.4,2,1,1009.3,0,20.0,7.628,2,7.8738,2,1,0.108,4.8367,2,1,0.075,13.485,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.8986589691191,7.904146848345592,485.3200095091421,0.0090033568252964,11.961132782409702,0.0693379808603889,82.17624422410086,0.002,0.002,0.005,1.9369999999999998,1.3216860265862505,0.5931000000000001,0.0406,1.2112800000000001,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,17.0,2199.2,2171.0,2.77,2.6033,34.791,2,1,27.754,32.39,36.922,41.351,45.68,27.9536786906538,204.5,2,1,122.161654819232,2,27.91,2,1,,9,59.976,2,1,1.91,2,1,2222.7,2,1,2337.9,2,1,957.3,0,20.0,7.651,2,7.8927,2,1,0.071,3.1589,2,1,0.043,7.6869,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.95867578962113,7.919895169766011,456.11832723875307,0.0091400782893207,11.44013542236828,0.0676957152324422,75.64713751822723,0.002,0.002,0.005,2.045,1.22161654819232,0.5582,0.0382,1.19952,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,16.0,2399.3,2368.0,2.787,2.601,34.841,2,1,27.794,32.43,36.961,41.39,45.719,27.9903890767934,219.5,2,1,107.05685140908888,2,25.784,2,1,,9,53.018,2,1,1.74,2,1,2209.3,2,1,2337.4,2,1,877.79,0,20.0,7.677,2,7.9129,2,1,0.035,1.5578,2,1,0.039,6.9746,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,35.00881655436487,7.946764368664214,416.1451193893527,0.0093501920821665,10.705817908497629,0.0650755902847771,66.71012060610487,0.002,0.002,0.005,2.195,1.0705685140908887,0.51568,0.0348,1.06036,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,15.0,2598.8,2563.0,2.698,2.4943,34.859,2,1,27.818,32.456,36.99,41.422,45.753,28.0192689901772,227.0,2,1,100.38303300327954,2,24.618,2,1,,9,50.862,2,1,1.67,2,1,2203.6,2,1,2336.1,2,1,852.0,0,20.0,7.695,2,7.926,2,1,0.027,1.194,2,1,0.028,4.979,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,35.02702672685748,7.952142027707038,400.9596175688686,0.0094104486572054,10.393695569537885,0.064271586105334,63.59314432964247,0.002,0.002,0.005,2.27,1.0038303300327953,0.49235999999999996,0.0334,1.0172400000000001,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,14.0,2799.3,2760.0,2.54,2.3198,34.855,2,1,27.829,32.472,37.011,41.448,45.783,28.041760621735,226.9,2,1,101.9258014450792,2,24.814,2,1,,9,53.998,2,1,1.69,2,1,2206.5,2,1,2338.8,2,1,854.97,0,20.0,7.693,2,7.9183,2,1,0.024,1.0498,2,1,0.031,5.4594,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,35.02339836536511,7.946175673974743,398.4252511768622,0.0093978099761045,10.31979509262877,0.064368476610162,63.263372294068525,0.002,0.002,0.005,2.269,1.0192580144507921,0.49628,0.0338,1.07996,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,13.0,2999.7,2956.0,2.168,1.9359,34.816,2,1,27.829,32.483,37.033,41.48,45.825,28.0705530662637,218.9,2,1,113.2160406288584,2,26.754,2,1,,9,69.776,2,1,1.83,2,1,2221.2,2,1,2344.7,2,1,910.75,0,20.0,7.671,2,7.8919,2,1,0.028,1.1951,2,1,0.029,4.9976,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.985047162065534,7.920617096908799,416.9906267002811,0.0092446403623547,10.619747125453076,0.0662362486420874,67.84534001726132,0.002,0.002,0.005,2.189,1.132160406288584,0.53508,0.0366,1.3955199999999999,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,12.0,3198.3,3150.0,1.774,1.5312,34.771,2,1,27.824,32.49,37.051,41.509,45.865,28.0987516862423,208.7,2,1,126.95714465605874,2,29.184,2,1,,9,88.886,2,1,2.01,2,1,2237.8,2,1,2353.8,2,1,964.93,0,20.0,7.648,2,7.8647,2,1,0.045,1.8713,2,1,0.037,6.2307,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.94092491795562,7.898341438345622,433.3979503533473,0.009103333898177,10.861492866278113,0.0678265378142662,71.9448016604031,0.002,0.002,0.005,2.0869999999999997,1.2695714465605874,0.5836800000000001,0.0402,1.77772,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,11.0,3400.3,3348.0,1.517,1.2601,34.757,2,1,27.832,32.506,37.075,41.54,45.903,28.129585195912,210.0,2,1,128.02439901927386,2,29.87,2,1,,9,97.02,2,1,2.06,2,1,2243.4,2,1,2355.9,2,1,989.98,0,20.0,7.639,2,7.8504,2,1,0.056,2.2886,2,1,0.039,6.4672,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.92792413396959,7.884693406382122,438.9614853998824,0.0090295129261405,10.91163471834308,0.0686576498094227,73.6317046122006,0.002,0.002,0.005,2.1,1.2802439901927387,0.5974,0.0412,1.9404,10.0,10.0
323019940104,297,36.0,1,1.0,1994,1,19,0.0,0.0,-38.089,-46.026,5263.0,5253.0,10.0,3597.9,3541.0,1.204,0.93511,34.73,2,1,27.833,32.516,37.094,41.568,45.94,28.1595733031568,207.9,2,1,133.02764461556237,2,31.076,2,1,,9,108.0,2,1,2.15,2,1,2252.9,2,1,2360.3,2,1,1028.6,0,20.0,7.629,2,7.836,2,1,0.082,3.2813,2,1,0.054,8.7892,2,1,,,9,0,,,9,0,,,9,0,,9,0,,9,,,9,,,9,,,9,,,9,,,9,,9,,9,,9,,9,,9,https://doi.org/10.3334/cdiac/otg.ndp084                                           ,0,1994-01-19 00:00:00,34.901633439275464,7.867406084372836,449.3991014019349,0.0089230979177015,11.033778132132852,0.0698128403025645,76.46272788637891,0.002,0.002,0.005,2.079,1.3302764461556238,0.6215200000000001,0.043,2.16,10.0,10.0
